#,tenure,tenure_cat,PhoneService,MultipleLines,MonthlyCharges,TotalCharges,Churn
1650,27,Cat 3,1,0,56.15,1439.35,No
1686,27,Cat 3,1,0,70.55,1943.9,No
1753,27,Cat 3,1,0,48.7,1421.75,No
1767,27,Cat 3,1,0,20.55,583.3,No
1885,27,Cat 3,1,0,55.45,1477.65,No
1984,27,Cat 3,1,1,80.85,2204.35,No
2238,27,Cat 3,0,0,45.85,1246.4,No
2417,27,Cat 3,1,1,100.5,2673.45,No
2419,27,Cat 3,1,1,86.45,2401.05,No
2446,27,Cat 3,1,0,74.4,1972.35,No
2499,27,Cat 3,1,0,53.8,1389.85,No
2588,27,Cat 3,1,0,20.05,552.9,No
2673,27,Cat 3,1,0,20.1,562.6,No
2727,27,Cat 3,1,0,20.6,581.85,No
2787,27,Cat 3,1,0,56.2,1567.55,No
2960,27,Cat 3,1,1,100.75,2793.55,No
3003,27,Cat 3,1,0,81.7,2212.55,No
3004,27,Cat 3,1,1,79.5,2180.55,Yes
3180,27,Cat 3,1,0,19.6,561.15,No
3359,27,Cat 3,1,0,53.45,1461.45,No
3560,27,Cat 3,1,0,19.85,470,No
3702,27,Cat 3,1,1,24.5,761.95,No
3787,27,Cat 3,1,1,75.75,1929,No
3843,27,Cat 3,1,1,95,2462.55,No
4122,27,Cat 3,1,1,95.55,2510.2,Yes
4154,27,Cat 3,1,0,20.3,595.05,No
4421,27,Cat 3,1,0,69.35,1927.3,No
4559,27,Cat 3,1,1,85.25,2287.25,Yes
4683,27,Cat 3,1,1,88.3,2467.75,Yes
4933,27,Cat 3,1,0,80.65,2209.75,No
5123,27,Cat 3,1,0,49.85,1336.15,No
5248,27,Cat 3,1,1,94.55,2724.6,Yes
5587,27,Cat 3,1,0,19.15,501.35,No
5722,27,Cat 3,1,0,52.85,1498.65,No
5723,27,Cat 3,1,1,104.3,2867.75,Yes
5782,27,Cat 3,1,0,89.2,2383.6,No
5922,27,Cat 3,1,0,78.2,2078.95,No
6040,27,Cat 3,0,0,36.5,1032,Yes
6272,27,Cat 3,1,1,85.9,2220.1,No
6365,27,Cat 3,1,1,25.85,788.55,No
6451,27,Cat 3,1,0,19.9,550.1,No
6659,27,Cat 3,1,1,81.45,2122.05,Yes
6667,27,Cat 3,1,1,83.85,2310.2,No
6673,27,Cat 3,1,0,20.35,531.6,No
6734,27,Cat 3,1,0,50.35,1411.35,No
6759,27,Cat 3,1,0,19.4,460.25,No
6798,27,Cat 3,1,0,69.05,1793.25,No
6826,27,Cat 3,1,1,81.3,2272.8,No
6921,27,Cat 3,1,0,19.7,509.3,No
6963,27,Cat 3,1,0,101.25,2754.45,Yes
6998,27,Cat 3,1,0,76.1,2093.4,No
436,26,Cat 3,0,0,44.45,1183.8,No
719,26,Cat 3,0,0,50.35,1277.5,No
861,26,Cat 3,1,0,19.8,457.3,No
882,26,Cat 3,1,0,19.3,504.2,No
919,26,Cat 3,1,1,80.7,2193,No
1029,26,Cat 3,1,1,83.75,2070.6,Yes
1061,26,Cat 3,1,0,20.05,505.9,No
1131,26,Cat 3,1,0,19.15,515.75,No
1135,26,Cat 3,1,0,81.95,2070.05,No
1168,26,Cat 3,1,1,51.55,1295.4,No
1555,26,Cat 3,1,0,20.9,518.3,No
1687,26,Cat 3,1,1,60.05,1616.15,Yes
1783,26,Cat 3,1,1,66.05,1652.4,No
1865,26,Cat 3,1,0,60.7,1597.4,No
1882,26,Cat 3,0,0,44.65,1156.55,No
2039,26,Cat 3,1,0,90.8,2361.8,Yes
2328,26,Cat 3,1,0,85.7,2067,No
2426,26,Cat 3,1,0,20.3,511.25,No
2761,26,Cat 3,1,0,20.65,595.5,No
2848,26,Cat 3,1,1,79.3,2015.8,No
2869,26,Cat 3,1,0,85.75,2146.5,No
2953,26,Cat 3,1,0,20.25,493.95,No
2985,26,Cat 3,1,1,26,684.05,No
3106,26,Cat 3,1,0,49.15,1237.3,No
3127,26,Cat 3,0,0,38.85,1025.15,No
3153,26,Cat 3,1,0,95.85,2475.35,No
3239,26,Cat 3,1,0,19.65,494.9,No
3317,26,Cat 3,0,0,47.85,1190.5,No
3395,26,Cat 3,1,1,61.55,1581.95,No
3421,26,Cat 3,1,1,69.5,1800.05,No
3459,26,Cat 3,1,0,88.8,2274.35,Yes
3490,26,Cat 3,1,1,90.1,2312.55,No
3562,26,Cat 3,1,1,80.5,2088.8,Yes
3616,26,Cat 3,1,1,105.75,2710.25,Yes
3707,26,Cat 3,1,1,84.3,2281.6,No
3745,26,Cat 3,1,0,75.5,2018.1,No
3793,26,Cat 3,1,0,91.25,2351.8,Yes
3839,26,Cat 3,1,1,100.5,2599.95,No
3862,26,Cat 3,1,0,105.45,2715.3,No
3868,26,Cat 3,1,0,73.5,1905.7,No
3881,26,Cat 3,1,1,82,2083.1,No
4121,26,Cat 3,1,0,78.95,2034.25,No
4161,26,Cat 3,1,0,75,1908.35,No
4474,26,Cat 3,1,1,98.1,2510.7,No
4569,26,Cat 3,1,0,85.2,2184.6,No
4588,26,Cat 3,1,0,85.9,2196.45,No
4640,26,Cat 3,1,1,93.6,2404.1,No
4675,26,Cat 3,1,0,50.35,1285.8,No
4948,26,Cat 3,1,1,98.35,2515.3,Yes
4965,26,Cat 3,1,1,74.95,1834.95,Yes
4989,26,Cat 3,1,0,19.2,459.6,No
5177,26,Cat 3,0,0,45.8,1147,No
5238,26,Cat 3,1,0,54.75,1406.9,No
5323,26,Cat 3,1,0,81.9,2078.55,No
5346,26,Cat 3,1,0,89.8,2335.3,Yes
5353,26,Cat 3,1,0,98.65,2537,No
5357,26,Cat 3,0,0,35.4,978.6,No
5410,26,Cat 3,1,1,89.15,2277.65,Yes
5444,26,Cat 3,1,0,45.45,1233.15,No
5466,26,Cat 3,1,0,56.05,1553.2,No
5584,26,Cat 3,1,0,84.95,2169.75,Yes
5914,26,Cat 3,1,0,87.15,2274.1,No
5921,26,Cat 3,1,0,78.8,2006.1,No
5935,26,Cat 3,1,1,93.85,2381.55,Yes
6062,26,Cat 3,1,1,49.5,1265.65,No
6088,26,Cat 3,0,0,39.95,1023.75,No
6157,26,Cat 3,1,0,85.8,2193.65,No
6222,26,Cat 3,1,0,19.6,471.85,No
6286,26,Cat 3,0,0,54.55,1362.85,No
6288,26,Cat 3,1,1,83.95,2254.2,Yes
6306,26,Cat 3,1,1,95,2497.2,Yes
6349,26,Cat 3,1,0,69.05,1815.65,No
6394,26,Cat 3,1,1,92.4,2349.8,No
6491,26,Cat 3,1,0,19.4,525.55,No
6495,26,Cat 3,0,0,29.8,786.5,No
6540,26,Cat 3,1,0,73.05,1959.5,No
6593,26,Cat 3,1,0,59.45,1507,No
6619,26,Cat 3,1,1,86.65,2208.75,No
7004,26,Cat 3,0,0,35.75,1022.5,No
15,25,Cat 3,1,0,105.5,2686.05,No
53,25,Cat 3,1,1,69.5,1752.65,No
100,25,Cat 3,1,0,98.5,2514.5,Yes
132,25,Cat 3,0,0,58.6,1502.65,Yes
378,25,Cat 3,1,1,104.95,2566.5,Yes
626,25,Cat 3,1,0,95.15,2395.7,No
706,25,Cat 3,1,0,79.85,2015.35,Yes
733,25,Cat 3,1,0,75.5,1901.05,No
816,25,Cat 3,1,1,84.6,2088.05,No
959,25,Cat 3,1,1,81.75,2028.8,No
1098,25,Cat 3,1,0,90.4,2178.6,Yes
1124,25,Cat 3,1,0,61.6,1611,No
1166,25,Cat 3,1,0,19.9,510.8,No
1241,25,Cat 3,1,0,20.15,536.35,No
1280,25,Cat 3,1,0,20.95,495.15,No
1549,25,Cat 3,1,0,85.9,2199.05,No
1923,25,Cat 3,1,1,60.35,1404.65,No
1988,25,Cat 3,1,0,89.15,2257.75,Yes
2154,25,Cat 3,1,0,74.6,1797.75,No
2332,25,Cat 3,1,1,26.8,733.55,No
2415,25,Cat 3,1,0,20.2,507.9,No
2515,25,Cat 3,1,1,89.7,2187.55,Yes
2537,25,Cat 3,1,1,25.3,676.35,Yes
2547,25,Cat 3,1,0,76.15,1992.95,No
2564,25,Cat 3,1,1,105.95,2655.25,Yes
2591,25,Cat 3,1,0,88.4,2191.15,No
2619,25,Cat 3,1,0,19.9,505.45,No
2729,25,Cat 3,0,0,61.05,1540.2,No
2763,25,Cat 3,1,0,99.3,2513.5,No
2781,25,Cat 3,1,0,74.3,1863.8,Yes
2786,25,Cat 3,1,1,108.9,2809.05,No
2874,25,Cat 3,1,1,94.7,2362.1,Yes
2905,25,Cat 3,1,0,70.95,1767.35,Yes
3036,25,Cat 3,1,0,69.3,1813.1,No
3058,25,Cat 3,1,0,19.6,411.15,No
3061,25,Cat 3,0,0,38.1,970.4,No
3157,25,Cat 3,1,0,19.05,461.3,No
3173,25,Cat 3,1,0,95.9,2448.75,Yes
3310,25,Cat 3,1,0,19.9,527.5,No
3437,25,Cat 3,1,0,19.5,516.3,No
3497,25,Cat 3,1,0,74.3,1952.25,No
3538,25,Cat 3,1,0,53.65,1355.45,No
3598,25,Cat 3,1,0,95.7,2338.35,No
3734,25,Cat 3,0,0,35.05,844.45,No
3832,25,Cat 3,1,1,89.05,2177.45,Yes
3932,25,Cat 3,1,0,71.05,1837.7,No
3972,25,Cat 3,1,1,24.75,692.1,Yes
4144,25,Cat 3,1,1,84.8,2043.45,Yes
4280,25,Cat 3,1,1,25.4,546.85,No
4309,25,Cat 3,1,0,69.75,1729.35,No
4374,25,Cat 3,1,0,20.05,520.1,No
4610,25,Cat 3,1,1,55.1,1466.1,No
4667,25,Cat 3,1,0,19.2,532.1,No
4672,25,Cat 3,1,1,100.25,2387.75,Yes
4674,25,Cat 3,1,1,102.8,2660.2,Yes
4837,25,Cat 3,1,1,78.35,1837.9,No
5008,25,Cat 3,1,0,20.6,541.5,No
5125,25,Cat 3,1,0,20.1,486.05,No
5330,25,Cat 3,0,0,34,853,Yes
5349,25,Cat 3,0,0,40.65,970.55,No
5465,25,Cat 3,1,0,20.75,499.4,No
5591,25,Cat 3,1,0,19.15,477.6,No
5790,25,Cat 3,1,0,19.8,475.2,No
5915,25,Cat 3,1,0,54.3,1296.8,No
6034,25,Cat 3,1,1,88.95,2291.2,Yes
6080,25,Cat 3,1,1,54.1,1373,No
6147,25,Cat 3,1,0,99.5,2369.05,Yes
6199,25,Cat 3,1,1,25.5,630.6,No
6211,25,Cat 3,1,0,54.75,1266.35,No
6264,25,Cat 3,0,0,54.2,1423.15,No
6532,25,Cat 3,1,0,65.8,1679.65,No
6632,25,Cat 3,1,1,55.55,1405.3,No
6643,25,Cat 3,1,0,79,1902,No
6694,25,Cat 3,0,0,48.25,1293.8,No
6789,25,Cat 3,1,0,20.8,460.2,No
6859,25,Cat 3,1,1,89.1,2368.4,Yes
6907,25,Cat 3,1,0,18.7,383.65,No
6930,25,Cat 3,1,0,20.05,471.7,No
6968,25,Cat 3,1,1,89.5,2196.15,Yes
197,24,Cat 3,1,1,24.1,587.4,No
226,24,Cat 3,0,0,50.6,1288.75,No
291,24,Cat 3,1,1,76.1,1712.7,Yes
319,24,Cat 3,1,0,93.15,2231.05,Yes
373,24,Cat 3,0,0,35.75,830.8,No
456,24,Cat 3,1,1,104.15,2494.65,No
462,24,Cat 3,1,0,69.45,1614.05,No
474,24,Cat 3,1,0,53.6,1315.35,No
476,24,Cat 3,1,1,80.25,1861.5,Yes
531,24,Cat 3,1,0,21.1,490.65,No
650,24,Cat 3,1,0,70,1732.6,No
789,24,Cat 3,1,1,78.4,1832.4,No
941,24,Cat 3,1,0,21.05,531.55,No
943,24,Cat 3,1,0,79.85,2001,No
1068,24,Cat 3,1,0,89.25,2210.2,No
1219,24,Cat 3,1,1,90.55,2282.55,Yes
1248,24,Cat 3,1,1,83.15,2033.05,No
1299,24,Cat 3,0,0,57.6,1367.75,No
1399,24,Cat 3,1,1,84.35,1938.05,No
1474,24,Cat 3,1,1,98.75,2407.3,Yes
1837,24,Cat 3,1,0,96,2122.45,Yes
1886,24,Cat 3,1,0,70.3,1706.45,No
1916,24,Cat 3,1,0,51.1,1269.6,No
1919,24,Cat 3,1,0,54.95,1348.5,No
1959,24,Cat 3,1,1,84.85,2048.8,No
1966,24,Cat 3,1,0,49.55,1210.4,Yes
1967,24,Cat 3,1,1,54.8,1291.3,No
2005,24,Cat 3,1,1,89.85,2165.05,Yes
2028,24,Cat 3,1,0,20.15,456.85,No
2155,24,Cat 3,1,0,19.75,498.1,No
2186,24,Cat 3,1,1,54.75,1338.15,Yes
2488,24,Cat 3,1,0,60.45,1440.75,No
2519,24,Cat 3,1,1,99.65,2404.85,No
2652,24,Cat 3,1,0,90.35,2238.5,Yes
2711,24,Cat 3,1,0,20.4,482.8,No
2774,24,Cat 3,0,0,29.1,688,No
2790,24,Cat 3,1,1,88.95,2072.75,No
2849,24,Cat 3,1,0,56.25,1454.25,No
2868,24,Cat 3,1,0,20.45,527.35,No
2965,24,Cat 3,1,1,58.35,1346.9,No
2979,24,Cat 3,1,0,85.95,2107.15,No
3006,24,Cat 3,1,0,20.3,459.95,No
3063,24,Cat 3,0,0,34.25,828.2,No
3131,24,Cat 3,1,0,74.4,1712.9,No
3166,24,Cat 3,1,0,20.25,439.75,No
3220,24,Cat 3,1,1,24.7,571.75,No
3235,24,Cat 3,1,0,19.7,452.55,No
3269,24,Cat 3,1,1,74.8,1821.2,No
3292,24,Cat 3,1,0,55.15,1319.85,No
3297,24,Cat 3,1,0,49.3,1233.25,No
3432,24,Cat 3,1,1,101.05,2391.8,Yes
3633,24,Cat 3,1,1,79.65,1928.7,No
3668,24,Cat 3,1,0,96.55,2263.45,No
3691,24,Cat 3,0,0,54.15,1240.25,Yes
3740,24,Cat 3,1,1,24.6,592.65,No
3808,24,Cat 3,1,1,104.65,2542.45,Yes
3836,24,Cat 3,1,0,19.9,533.5,No
3922,24,Cat 3,1,1,66.3,1559.45,No
3997,24,Cat 3,1,0,20.75,487.05,No
4107,24,Cat 3,1,1,93.55,2264.05,Yes
4140,24,Cat 3,1,1,80.5,2088.45,No
4206,24,Cat 3,1,1,78.6,1846.65,No
4212,24,Cat 3,1,1,102.95,2496.7,Yes
4252,24,Cat 3,0,0,52.5,1208.15,No
4301,24,Cat 3,1,1,24.6,605.25,No
4315,24,Cat 3,1,1,101.25,2440.15,Yes
4367,24,Cat 3,1,1,79.85,1857.75,No
4405,24,Cat 3,1,0,89.55,2187.15,No
4684,24,Cat 3,1,1,94.1,2322.85,No
4704,24,Cat 3,1,1,78.85,1772.25,Yes
4741,24,Cat 3,0,0,39.1,971.3,Yes
4776,24,Cat 3,1,0,99.3,2431.35,Yes
4842,24,Cat 3,1,0,94.6,2283.15,No
4897,24,Cat 3,1,0,49.7,1167.8,No
4903,24,Cat 3,1,0,56.35,1381.2,No
4978,24,Cat 3,1,0,20.8,469.65,No
5134,24,Cat 3,1,1,104.25,2433.9,Yes
5208,24,Cat 3,0,0,40.65,933.3,Yes
5325,24,Cat 3,1,1,54.6,1242.25,No
5473,24,Cat 3,1,1,81,1923.85,No
5659,24,Cat 3,1,1,93,2248.05,No
5720,24,Cat 3,1,0,19.7,494.05,No
5872,24,Cat 3,1,1,55.65,1400.55,Yes
6011,24,Cat 3,1,1,24.2,609.05,No
6372,24,Cat 3,1,1,25.15,553,No
6493,24,Cat 3,1,0,19.75,483.15,No
6547,24,Cat 3,1,0,51.15,1275.7,No
6636,24,Cat 3,1,0,20.1,533.9,No
6732,24,Cat 3,1,0,19.55,470.2,No
6733,24,Cat 3,1,1,89.55,2259.35,No
6962,24,Cat 3,1,1,75.4,1747.85,Yes
6976,24,Cat 3,1,1,64.35,1558.65,No
6978,24,Cat 3,1,0,49.7,1218.25,No
7039,24,Cat 3,1,1,84.8,1990.5,No
137,23,Cat 3,1,0,75,1778.5,No
215,23,Cat 3,1,1,86.8,1975.85,No
293,23,Cat 3,1,0,86.8,1940.8,No
301,23,Cat 3,1,0,64.9,1509.8,No
349,23,Cat 3,0,0,44.95,996.85,No
367,23,Cat 3,1,0,59.95,1406,No
400,23,Cat 3,1,0,20.05,415.1,No
524,23,Cat 3,1,1,75.6,1758.6,Yes
554,23,Cat 3,1,1,25.6,514.75,No
627,23,Cat 3,1,1,84.25,1968.1,No
917,23,Cat 3,1,0,75.4,1643.55,No
1010,23,Cat 3,1,0,20.75,485.2,No
1020,23,Cat 3,1,0,19.5,470.2,No
1060,23,Cat 3,1,1,90.6,1943.2,Yes
1066,23,Cat 3,1,1,90.05,2169.8,Yes
1128,23,Cat 3,1,0,66.25,1533.8,No
1161,23,Cat 3,1,0,95.1,2326.05,No
1246,23,Cat 3,1,0,90.45,2117.25,No
1329,23,Cat 3,1,0,54.25,1221.55,No
1373,23,Cat 3,1,0,95.3,2192.9,No
1431,23,Cat 3,1,1,24.8,615.35,No
1449,23,Cat 3,1,0,20.85,473.9,No
1468,23,Cat 3,1,1,73.75,1756.6,No
1490,23,Cat 3,1,0,57.75,1282.85,No
1509,23,Cat 3,1,0,88.45,2130.55,No
1571,23,Cat 3,1,0,20.4,478.75,No
1619,23,Cat 3,1,0,94.75,2293.6,Yes
1675,23,Cat 3,1,1,25.1,611.45,No
1684,23,Cat 3,1,0,19.6,426.65,No
1797,23,Cat 3,1,1,73.65,1642.75,No
1809,23,Cat 3,1,1,79.15,1676.95,Yes
1812,23,Cat 3,1,1,79.35,1835.3,No
1889,23,Cat 3,1,0,55.8,1327.85,No
1963,23,Cat 3,1,0,99.95,2292.75,No
1973,23,Cat 3,1,1,85.6,1868.4,No
2000,23,Cat 3,1,1,74.95,1710.45,Yes
2082,23,Cat 3,1,0,75.3,1702.9,No
2133,23,Cat 3,1,0,19.65,436.9,No
2227,23,Cat 3,0,0,34.6,813.45,No
2235,23,Cat 3,1,1,59.7,1414.2,No
2275,23,Cat 3,1,0,99.85,2331.3,Yes
2513,23,Cat 3,1,0,68.75,1689.45,No
2841,23,Cat 3,1,0,84.4,1936.85,No
3030,23,Cat 3,1,1,48.35,1067.15,Yes
3062,23,Cat 3,1,1,106.4,2483.5,Yes
3154,23,Cat 3,1,1,54.4,1249.25,No
3246,23,Cat 3,1,0,83.8,1900.25,Yes
3280,23,Cat 3,1,0,57.2,1423.35,No
3348,23,Cat 3,1,0,20.9,454,No
3479,23,Cat 3,1,1,78.55,1843.05,No
3627,23,Cat 3,1,0,55.3,1284.2,No
3723,23,Cat 3,0,0,40.65,947.4,No
3733,23,Cat 3,1,1,77.15,1759.4,No
4012,23,Cat 3,1,0,19.65,451.55,No
4193,23,Cat 3,1,0,20.15,405.6,No
4314,23,Cat 3,1,0,79.1,1783.75,No
4360,23,Cat 3,1,1,98.7,2249.1,No
4525,23,Cat 3,1,1,99.25,2186.4,Yes
4653,23,Cat 3,1,0,19.65,478.1,No
4753,23,Cat 3,1,0,20.45,481.1,No
5014,23,Cat 3,0,0,34.65,768.45,No
5022,23,Cat 3,1,1,81.85,1810.85,No
5027,23,Cat 3,1,0,20,445.3,No
5073,23,Cat 3,1,1,104.45,2184.85,No
5109,23,Cat 3,1,0,49.7,1081.25,No
5162,23,Cat 3,1,0,54.15,1312.45,No
5192,23,Cat 3,1,1,91.1,2198.3,No
5595,23,Cat 3,1,1,83.75,1849.95,No
5623,23,Cat 3,1,1,104.05,2470.1,Yes
5713,23,Cat 3,1,0,20.3,470.6,No
5767,23,Cat 3,1,0,60,1347.15,No
5886,23,Cat 3,1,1,24.35,538.5,No
6007,23,Cat 3,0,0,30.35,678.75,No
6145,23,Cat 3,1,0,90,2024.1,No
6281,23,Cat 3,1,0,49.45,1119.35,No
6285,23,Cat 3,1,1,93.5,2341.55,No
6331,23,Cat 3,1,1,90.15,2044.95,No
6341,23,Cat 3,1,1,96.9,2085.45,No
6384,23,Cat 3,0,0,40.1,857.75,No
6561,23,Cat 3,1,0,19.8,465.45,No
6589,23,Cat 3,1,1,23.85,625.65,No
6984,23,Cat 3,1,0,83.2,2032.3,No
6989,23,Cat 3,1,1,69.5,1652.1,No
7006,23,Cat 3,1,0,19.3,486.2,No
7010,23,Cat 3,1,1,81,1917.1,Yes
7,22,Cat 3,1,1,89.1,1949.4,No
157,22,Cat 3,1,1,84.15,1821.95,No
158,22,Cat 3,1,0,20.15,419.9,No
286,22,Cat 3,1,1,76,1783.6,No
312,22,Cat 3,1,0,89.05,1886.25,No
419,22,Cat 3,1,0,83.3,1845.9,Yes
452,22,Cat 3,1,0,69.75,1545.4,No
496,22,Cat 3,0,0,43.75,903.6,Yes
674,22,Cat 3,1,1,24.85,493.4,No
695,22,Cat 3,1,0,20.05,417,No
727,22,Cat 3,1,1,26.25,605.9,No
762,22,Cat 3,1,0,89.25,1907.85,Yes
767,22,Cat 3,1,1,78.85,1600.25,No
865,22,Cat 3,1,1,94.65,2104.55,Yes
925,22,Cat 3,1,0,81.7,1820.9,No
953,22,Cat 3,1,0,55.1,1253.15,No
955,22,Cat 3,1,1,95.1,2162.6,No
993,22,Cat 3,1,1,25.25,555.4,No
1073,22,Cat 3,0,0,56.75,1304.85,No
1331,22,Cat 3,1,0,56.25,1292.2,No
1385,22,Cat 3,1,0,69.25,1554,Yes
1462,22,Cat 3,1,1,95.9,2234.95,No
1486,22,Cat 3,1,1,96.7,2082.95,Yes
1552,22,Cat 3,1,1,25.25,566.5,No
1802,22,Cat 3,1,0,69.7,1490.4,No
1832,22,Cat 3,1,1,63.55,1381.8,No
1921,22,Cat 3,1,0,20.45,471.55,No
1925,22,Cat 3,1,1,85.35,1961.6,No
1995,22,Cat 3,1,0,19.6,422.5,No
2040,22,Cat 3,1,1,79.35,1730.35,Yes
2058,22,Cat 3,1,1,79.2,1742.75,Yes
2119,22,Cat 3,1,0,80.15,1790.65,No
2640,22,Cat 3,1,1,54.45,1127.35,Yes
2641,22,Cat 3,1,0,94.95,2142.8,No
2674,22,Cat 3,1,1,101.35,2317.1,Yes
2693,22,Cat 3,1,0,49.8,1049.05,No
2876,22,Cat 3,1,1,85.1,1873.7,Yes
2879,22,Cat 3,1,0,87,1850.65,No
2894,22,Cat 3,1,1,59,1254.7,Yes
2961,22,Cat 3,1,1,100.75,2095,Yes
3020,22,Cat 3,1,0,55.15,1206.05,Yes
3198,22,Cat 3,1,0,69.5,1498.2,Yes
3258,22,Cat 3,1,0,93.2,2157.3,No
3669,22,Cat 3,1,0,59.75,1374.35,No
3877,22,Cat 3,1,1,100.65,2415.95,No
4079,22,Cat 3,1,0,67.5,1544.05,Yes
4112,22,Cat 3,1,0,65.25,1441.8,No
4198,22,Cat 3,1,1,84.75,1816.75,No
4242,22,Cat 3,1,0,61.15,1422.05,Yes
4254,22,Cat 3,1,1,88.75,1885.15,No
4310,22,Cat 3,0,0,50.6,1073.3,No
4378,22,Cat 3,1,0,80,1706.45,No
4391,22,Cat 3,1,0,57.95,1271.8,No
4458,22,Cat 3,1,0,75,1573.95,No
4509,22,Cat 3,1,0,19.9,400.3,No
4549,22,Cat 3,1,0,84.3,1855.65,Yes
4570,22,Cat 3,1,0,48.8,1054.6,Yes
4631,22,Cat 3,1,1,65.05,1427.55,No
4657,22,Cat 3,1,1,75.8,1615.1,No
4663,22,Cat 3,1,0,20.15,432.5,No
4688,22,Cat 3,1,0,94.7,1914.9,Yes
4749,22,Cat 3,1,0,20.3,467.15,No
4815,22,Cat 3,1,1,90,1993.8,Yes
4826,22,Cat 3,1,1,83.05,1799.3,No
4916,22,Cat 3,0,0,39.2,849.9,No
4981,22,Cat 3,1,1,25.6,548.8,No
5045,22,Cat 3,1,0,104.6,2180.55,No
5074,22,Cat 3,0,0,49.45,1031.4,No
5085,22,Cat 3,1,0,20.75,452.35,No
5195,22,Cat 3,1,0,89.4,2001.5,Yes
5540,22,Cat 3,1,0,19.95,433.5,No
5553,22,Cat 3,1,0,20.25,488.25,No
5598,22,Cat 3,1,1,90.5,1910.6,Yes
5626,22,Cat 3,1,0,20.55,469.85,No
5636,22,Cat 3,1,0,54.7,1178.75,No
5697,22,Cat 3,1,0,54.2,1152.7,Yes
5755,22,Cat 3,1,0,19.05,454.05,No
5759,22,Cat 3,1,0,20.3,475.1,No
5824,22,Cat 3,1,0,20.05,470.2,No
5964,22,Cat 3,1,1,78.65,1663.75,No
5984,22,Cat 3,0,0,50.35,1098.85,No
6236,22,Cat 3,0,0,40.05,880.2,Yes
6269,22,Cat 3,1,0,20.85,450.65,No
6576,22,Cat 3,1,1,59.05,1253.5,No
6584,22,Cat 3,1,0,19.25,412.55,No
6609,22,Cat 3,1,0,55.15,1193.05,Yes
6706,22,Cat 3,1,0,51.1,1232.9,No
6757,22,Cat 3,1,0,89.75,1938.9,No
6899,22,Cat 3,1,0,100.05,2090.25,No
6969,22,Cat 3,1,1,74.4,1692.6,Yes
20,21,Cat 3,1,0,90.05,1862.9,No
278,21,Cat 3,1,0,64.95,1339.8,No
355,21,Cat 3,0,0,41.9,840.1,Yes
819,21,Cat 3,1,1,111.2,2317.1,Yes
920,21,Cat 3,1,0,104.55,2239.4,No
1005,21,Cat 3,1,0,20,417.7,No
1182,21,Cat 3,1,0,60.05,1236.15,Yes
1243,21,Cat 3,0,0,28.5,629.35,No
1581,21,Cat 3,1,1,71.7,1497.05,No
1582,21,Cat 3,0,0,36,780.15,No
1703,21,Cat 3,1,1,104.4,2200.25,Yes
1976,21,Cat 3,1,0,19.6,390.4,No
2049,21,Cat 3,1,0,96.8,2030.3,Yes
2083,21,Cat 3,1,1,24.7,467.15,No
2143,21,Cat 3,1,0,64.85,1336.8,No
2151,21,Cat 3,1,1,84.1,1737.45,No
2171,21,Cat 3,1,0,60.25,1258.35,No
2340,21,Cat 3,1,1,94.25,1973.75,Yes
2384,21,Cat 3,0,0,26.05,565.75,No
2597,21,Cat 3,1,0,58.85,1215.45,No
2724,21,Cat 3,1,0,20.5,402.85,No
2906,21,Cat 3,1,0,79.2,1742.45,No
3065,21,Cat 3,1,0,68.65,1493.2,No
3172,21,Cat 3,1,0,20.85,435.25,No
3360,21,Cat 3,1,0,19.95,416.4,No
3365,21,Cat 3,1,1,103.9,2254.2,Yes
3428,21,Cat 3,1,1,94.3,1948.35,No
3569,21,Cat 3,1,0,99.15,1956.4,No
3613,21,Cat 3,1,1,73.7,1558.7,No
3869,21,Cat 3,1,0,74.05,1565.7,Yes
3878,21,Cat 3,0,0,55.95,1157.05,Yes
4145,21,Cat 3,1,1,103.85,2215,No
4178,21,Cat 3,1,0,45.65,985.05,No
4208,21,Cat 3,0,0,43.55,1011.5,No
4371,21,Cat 3,1,0,80.9,1714.95,No
4386,21,Cat 3,1,0,20.35,422.7,No
4394,21,Cat 3,1,1,86.5,1808.7,Yes
4415,21,Cat 3,1,0,20.75,452.2,No
4595,21,Cat 3,1,0,102.8,2110.15,Yes
4617,21,Cat 3,1,0,54.6,1125.2,No
4702,21,Cat 3,1,1,104.35,2271.85,No
5064,21,Cat 3,1,1,82.35,1852.85,Yes
5083,21,Cat 3,1,0,19.8,350.1,No
5354,21,Cat 3,1,0,61.65,1393.6,No
5492,21,Cat 3,1,0,65.35,1424.4,No
5534,21,Cat 3,1,1,95.4,2025.1,No
5535,21,Cat 3,1,1,80.35,1747.2,No
5546,21,Cat 3,1,0,86.55,1857.25,No
5551,21,Cat 3,1,0,20.5,429.55,No
5699,21,Cat 3,1,1,104.4,2157.95,Yes
5749,21,Cat 3,1,1,99.85,1992.55,No
5853,21,Cat 3,1,0,69.1,1474.75,Yes
5864,21,Cat 3,1,1,97.35,2119.5,Yes
6099,21,Cat 3,1,1,75.9,1549.75,No
6114,21,Cat 3,1,1,75.3,1570.7,No
6203,21,Cat 3,1,1,77.5,1625,Yes
6280,21,Cat 3,1,0,44.95,926.25,No
6294,21,Cat 3,1,0,19.6,397,No
6422,21,Cat 3,1,0,71.05,1524.85,No
6501,21,Cat 3,0,0,35.1,770.4,No
